,name,city,country,IATA,ICAO,Latitude,Longtitude,Altitude,geometry
3775,Memmingen Allgau Airport,Memmingen,Germany,FMM,EDJA,47.9888000488,10.2395000458,2077,POINT (10.2395000457999998 47.9888000488000017)
3776,Nevşehir Kapadokya Airport,Nevsehir,Turkey,NAV,LTAZ,38.7719,34.5345,3100,POINT (34.5345000000000013 38.7719000000000023)
3777,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.8222,-58.5358,67,POINT (-58.5358000000000018 -34.8222000000000023)
3778,Erbil International Airport,Erbil,Iraq,EBL,ORER,36.23759841918945,43.96319961547852,1341,POINT (43.9631996154785227 36.2375984191894531)
3779,Emerald Airport,Emerald,Australia,EMD,YEML,-23.5674991608,148.179000854,624,POINT (148.1790008540000088 -23.5674991608000006)
3780,Athen Helenikon Airport,Athens,Greece,HEW,LGAT,37.893299,23.726101,69,POINT (23.7261009999999999 37.8932989999999990)
3781,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.42729949951172,135.24400329589844,26,POINT (135.2440032958984375 34.4272994995117188)
3782,Downtown-Manhattan/Wall St Heliport,New York,United States,JRB,KJRB,40.70119858,-74.00900269,7,POINT (-74.0090026900000026 40.7011985800000033)
3783,Tagbilaran Airport,Tagbilaran,Philippines,TAG,RPVT,9.665442,123.853533,38,POINT (123.8535329999999988 9.6654420000000005)
3784,Ilulissat Airport,Ilulissat,Greenland,JAV,BGJN,69.2432022095,-51.0570983887,95,POINT (-51.0570983886999983 69.2432022094999979)
3785,Qasigiannguit Heliport,Qasigiannguit,Greenland,JCH,BGCH,68.822815547,-51.1734473705,70,POINT (-51.1734473704999999 68.8228155470000047)
3786,Aasiaat Airport,Aasiaat,Greenland,JEG,BGAA,68.7218017578,-52.7846984863,74,POINT (-52.7846984863000017 68.7218017577999944)
3787,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,LEPA,39.551700592,2.73881006241,27,POINT (2.7388100624099998 39.5517005920000031)
3788,Darwin International Airport,Darwin,Australia,DRW,YPDN,-12.41469955444336,130.8769989013672,103,POINT (130.8769989013671875 -12.4146995544433594)
3789,Surat Thani Airport,Surat Thani,Thailand,URT,VTSB,9.13259983063,99.135597229,20,POINT (99.1355972289999983 9.1325998306299994)
3790,Talkeetna Airport,Talkeetna,United States,TKA,PATK,62.320499420166,-150.09399414062,358,POINT (-150.0939941406199978 62.3204994201660014)
3791,Xewkija Heliport,Gozo,Malta,GZM,LMMG,36.027199,14.2728,0,POINT (14.2728000000000002 36.0271990000000031)
3792,Tweed New Haven Airport,New Haven,United States,HVN,KHVN,41.26369858,-72.88680267,12,POINT (-72.8868026699999945 41.2636985800000033)
3793,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619918823242,-82.54180145263672,2165,POINT (-82.5418014526367188 35.4361991882324219)
3794,Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,36.097801208496094,-79.93730163574219,925,POINT (-79.9373016357421875 36.0978012084960938)
3795,Joe Foss Field Airport,Sioux Falls,United States,FSD,KFSD,43.5820007324,-96.741897583,1429,POINT (-96.7418975829999965 43.5820007323999974)
3796,Ayers Rock Connellan Airport,Uluru,Australia,AYQ,YAYE,-25.1861,130.975998,1626,POINT (130.9759980000000041 -25.1860999999999997)
3797,Manchester-Boston Regional Airport,Manchester NH,United States,MHT,KMHT,42.932598,-71.435699,266,POINT (-71.4356989999999996 42.9325979999999987)
3798,Naples Municipal Airport,Naples,United States,APF,KAPF,26.1525993347,-81.7752990723,8,POINT (-81.7752990723000011 26.1525993346999996)
3799,LTS Pulau Redang Airport,Redang,Malaysia,RDN,WMPR,5.765279769897461,103.00700378417967,36,POINT (103.0070037841796733 5.7652797698974609)
3800,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736,501,POINT (-85.7360000000000042 38.1743999999999986)
3801,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.13859939575195,-78.4529037475586,639,POINT (-78.4529037475585938 38.1385993957519531)
3802,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,ROA,KROA,37.3255,-79.975403,1175,POINT (-79.9754030000000000 37.3254999999999981)
3803,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.0364990234375,-84.60590362548828,979,POINT (-84.6059036254882812 38.0364990234375000)
3804,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.0369987488,-87.5324020386,418,POINT (-87.5324020385999972 38.0369987488000021)
3805,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.040199,-106.609001,5355,POINT (-106.6090010000000063 35.0401990000000012)
3806,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77750015,-111.1529999,4473,POINT (-111.1529998999999975 45.7775001500000016)
3807,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.80770111083984,-108.54299926757812,3652,POINT (-108.5429992675781250 45.8077011108398366)
3808,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.95479965209961,-112.49700164794922,5550,POINT (-112.4970016479492188 45.9547996520996094)
3809,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.74140167236328,-85.58219909667969,624,POINT (-85.5821990966796875 44.7414016723632812)
3810,Mundo Maya International Airport,Flores,Guatemala,FRS,MGTK,16.913799285899998,-89.86640167239999,427,POINT (-89.8664016723999879 16.9137992858999979)
3811,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,KBHB,44.45000076,-68.3615036,83,POINT (-68.3615036000000060 44.4500007600000018)
3812,Knox County Regional Airport,Rockland,United States,RKD,KRKD,44.06010056,-69.09919739,56,POINT (-69.0991973900000005 44.0601005600000022)
3813,Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,43.6072998046875,-110.73799896240234,6451,POINT (-110.7379989624023438 43.6072998046875000)
3814,Chicago Rockford International Airport,Rockford,United States,RFD,KRFD,42.19540023803711,-89.09719848632812,742,POINT (-89.0971984863281250 42.1954002380371094)
3815,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879821777344,37.90629959106445,588,POINT (37.9062995910644531 55.4087982177734375)
3816,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.30290031433105,109.41200256347656,92,POINT (109.4120025634765625 18.3029003143310511)
3817,Milford Sound Airport,Milford Sound,New Zealand,MFN,NZMF,-44.673301696777344,167.92300415039062,10,POINT (167.9230041503906250 -44.6733016967773438)
3818,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.6800003052,100.246002197,0,POINT (100.2460021969999957 26.6800003052000001)
3819,Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.8956985474,-82.2189025879,964,POINT (-82.2189025879000042 34.8956985474000021)
3820,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,40.47710037,-88.91590118,871,POINT (-88.9159011800000059 40.4771003700000023)
3821,Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,30.40730094909668,-89.07009887695312,28,POINT (-89.0700988769531250 30.4073009490966797)
3822,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,42.234901428222656,-85.5521011352539,874,POINT (-85.5521011352539062 42.2349014282226562)
3823,Toledo Express Airport,Toledo,United States,TOL,KTOL,41.58679962,-83.80780029,683,POINT (-83.8078002900000030 41.5867996200000007)
3824,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.97850037,-85.19509888,814,POINT (-85.1950988800000033 40.9785003699999990)
3825,Decatur Airport,Decatur,United States,DEC,KDEC,39.834598541259766,-88.8656997680664,682,POINT (-88.8656997680664062 39.8345985412597656)
3826,The Eastern Iowa Airport,Cedar Rapids,United States,CID,KCID,41.88470077514648,-91.71080017089844,869,POINT (-91.7108001708984375 41.8847007751464773)
3827,La Crosse Municipal Airport,La Crosse,United States,LSE,KLSE,43.879002,-91.256699,655,POINT (-91.2566989999999976 43.8790019999999998)
3828,Central Wisconsin Airport,Wassau,United States,CWA,KCWA,44.7775993347,-89.6668014526,1277,POINT (-89.6668014525999979 44.7775993346999996)
3829,General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,KPIA,40.664199829100006,-89.6932983398,660,POINT (-89.6932983397999948 40.6641998291000064)
3830,Appleton International Airport,Appleton,United States,ATW,KATW,44.2580986023,-88.5190963745,918,POINT (-88.5190963744999948 44.2580986023000023)
3831,Rochester International Airport,Rochester,United States,RST,KRST,43.90829849243164,-92.5,1317,POINT (-92.5000000000000000 43.9082984924316406)
3832,University of Illinois Willard Airport,Champaign,United States,CMI,KCMI,40.03919983,-88.27809906,755,POINT (-88.2780990600000024 40.0391998300000012)
3833,Manhattan Regional Airport,Manhattan,United States,MHK,KMHK,39.14099884033203,-96.6707992553711,1057,POINT (-96.6707992553710938 39.1409988403320312)
3834,Kingscote Airport,Kingscote,Australia,KGC,YKSC,-35.71390151977539,137.52099609375,24,POINT (137.5209960937500000 -35.7139015197753906)
3835,Hervey Bay Airport,Hervey Bay,Australia,HVB,YHBA,-25.3188991547,152.880004883,60,POINT (152.8800048829999980 -25.3188991546999986)
3836,Dali Airport,Dali,China,DLU,ZPDL,25.649401,100.319,7050,POINT (100.3190000000000026 25.6494010000000010)
3837,Mulu Airport,Mulu,Malaysia,MZV,WBMU,4.048329830169678,114.80500030517578,80,POINT (114.8050003051757812 4.0483298301696777)
3838,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,HESH,27.9773006439,34.3950004578,143,POINT (34.3950004578000019 27.9773006439000014)
3839,Venango Regional Airport,Franklin,United States,FKL,KFKL,41.3778991699,-79.8603973389,1540,POINT (-79.8603973389000004 41.3778991698999974)
3840,Jomo Kenyatta International Airport,Nairobi,Kenya,NBO,HKJK,-1.31923997402,36.9277992249,5330,POINT (36.9277992248999993 -1.3192399740200000)
3841,Seronera Airport,Seronera,Tanzania,SEU,HTSN,-2.45806,34.822498,5080,POINT (34.8224980000000031 -2.4580600000000001)
3842,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.2803,-72.053101,669,POINT (-72.0531009999999981 -50.2802999999999969)
3843,Armidale Airport,Armidale,Australia,ARM,YARM,-30.5280990601,151.617004395,3556,POINT (151.6170043950000093 -30.5280990601000006)
3844,Grand Junction Regional Airport,Grand Junction,United States,GJT,KGJT,39.1223983765,-108.527000427,4858,POINT (-108.5270004270000044 39.1223983765000014)
3845,St George Municipal Airport,Saint George,United States,SGU,KSGU,37.036389,-113.510306,2941,POINT (-113.5103059999999999 37.0363889999999998)
3846,David Wayne Hooks Memorial Airport,Houston,United States,DWH,KDWH,30.0618000031,-95.5528030396,152,POINT (-95.5528030395999934 30.0618000031000001)
3848,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.39539909362793,-82.55439758300781,30,POINT (-82.5543975830078125 27.3953990936279297)
3849,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,TXKF,32.36399841308594,-64.67870330810547,12,POINT (-64.6787033081054688 32.3639984130859375)
3850,Van Nuys Airport,Van Nuys,United States,VNY,KVNY,34.209800720215,-118.48999786377,802,POINT (-118.4899978637700002 34.2098007202150001)
3851,Quad City International Airport,Moline,United States,MLI,KMLI,41.44850158691406,-90.50749969482422,590,POINT (-90.5074996948242188 41.4485015869140625)
3852,Panama City-Bay Co International Airport,Panama City,United States,PFN,KPFN,30.212099,-85.6828,20,POINT (-85.6828000000000003 30.2120989999999985)
3853,Honiara International Airport,Honiara,Solomon Islands,HIR,AGGH,-9.4280004501343,160.05499267578,28,POINT (160.0549926757799994 -9.4280004501343004)
3854,Faa'a International Airport,Papeete,French Polynesia,PPT,NTAA,-17.553699,-149.606995,5,POINT (-149.6069950000000119 -17.5536990000000017)
3855,Nauru International Airport,Nauru,Nauru,INU,ANYN,-0.547458,166.919006,22,POINT (166.9190059999999960 -0.5474580000000000)
3856,Funafuti International Airport,Funafuti,Tuvalu,FUN,NGFU,-8.525,179.195999,9,POINT (179.1959990000000005 -8.5250000000000004)
3857,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.012599945068,82.650703430176,365,POINT (82.6507034301759944 55.0125999450679970)
3859,Xieng Khouang Airport,Phon Savan,Laos,XKH,VLXK,19.450001,103.157997,3445,POINT (103.1579969999999946 19.4500010000000003)
3860,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.77270126342773,-100.74600219726562,1661,POINT (-100.7460021972656250 46.7727012634277273)
3861,Telluride Regional Airport,Telluride,United States,TEX,KTEX,37.9538002,-107.9079971,9070,POINT (-107.9079971000000029 37.9538002000000034)
3863,Mae Hong Son Airport,Mae Hong Son,Thailand,HGN,VTCH,19.301300048828125,97.97579956054688,929,POINT (97.9757995605468750 19.3013000488281250)
3864,Rapid City Regional Airport,Rapid City,United States,RAP,KRAP,44.0452995300293,-103.05699920654295,3204,POINT (-103.0569992065429545 44.0452995300292969)
3865,Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,33.12829971,-117.2799988,331,POINT (-117.2799988000000013 33.1282997100000003)
3866,Bishop International Airport,Flint,United States,FNT,KFNT,42.96540069580078,-83.74359893798828,782,POINT (-83.7435989379882812 42.9654006958007812)
3867,Francisco Bangoy International Airport,Davao,Philippines,DVO,RPMD,7.1255202293396,125.64600372314452,96,POINT (125.6460037231445170 7.1255202293395996)
3868,Madeira Airport,Funchal,Portugal,FNC,LPMA,32.697899,-16.7745,192,POINT (-16.7744999999999997 32.6978989999999996)
3869,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.424721956253052,-54.785831451416016,198,POINT (-54.7858314514160156 -2.4247219562530522)
3870,Sihanoukville International Airport,Sihanoukville,Cambodia,KOS,VDSV,10.57970047,103.637001038,33,POINT (103.6370010379999940 10.5797004700000006)
3871,Ekati Airport,Ekati,Canada,YOA,CYOA,64.6988983154,-110.614997864,1536,POINT (-110.6149978640000029 64.6988983154000010)
3872,Hawke's Bay Airport,NAPIER,New Zealand,NPE,NZNR,-39.465801,176.869995,6,POINT (176.8699949999999887 -39.4658009999999990)
3873,Levuka Airfield,Levuka,Fiji,LEV,NFNB,-17.7110996246,178.759002686,11,POINT (178.7590026860000023 -17.7110996245999992)
3874,Lhasa Gonggar Airport,Lhasa,China,LXA,ZULS,29.2978000641,90.9119033813,11713,POINT (90.9119033812999930 29.2978000640999987)
3875,Redding Municipal Airport,Redding,United States,RDD,KRDD,40.50899887,-122.2929993,505,POINT (-122.2929993000000053 40.5089988699999992)
3876,Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.12459945678711,-123.21199798583984,374,POINT (-123.2119979858398438 44.1245994567871094)
3877,Idaho Falls Regional Airport,Idaho Falls,United States,IDA,KIDA,43.514599,-112.070999,4744,POINT (-112.0709990000000005 43.5145989999999969)
3878,Rogue Valley International Medford Airport,Medford,United States,MFR,KMFR,42.37419891357422,-122.8730010986328,1335,POINT (-122.8730010986327983 42.3741989135742188)
3879,Kaikoura Airport,Kaikoura,New Zealand,KBZ,NZKI,-42.42499923706055,173.60499572753906,20,POINT (173.6049957275390625 -42.4249992370605469)
3880,Roberts Field,Redmond-Bend,United States,RDM,KRDM,44.2541008,-121.1500015,3080,POINT (-121.1500015000000019 44.2541008000000033)
3881,Picton Aerodrome,Picton,New Zealand,PCN,NZPN,-41.346099853516,173.95599365234,161,POINT (173.9559936523399983 -41.3460998535160016)
3882,Hosea Kutako International Airport,Windhoek,Namibia,WDH,FYWH,-22.4799,17.4709,5640,POINT (17.4709000000000003 -22.4799000000000007)
3883,Victoria Harbour Seaplane Base,Victoria,Canada,YWH,CYWH,48.4249858939,-123.388867378,0,POINT (-123.3888673780000005 48.4249858939000006)
3885,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.857200622558594,117.21600341796876,76,POINT (117.2160034179687642 36.8572006225585938)
3886,Changzhou Benniu Airport,Changzhou,China,CZX,ZSCG,31.919701,119.778999,0,POINT (119.7789989999999989 31.9197009999999999)
3887,Yibin Caiba Airport,Yibin,China,YBP,ZUYB,28.8005555556,104.545,924,POINT (104.5450000000000017 28.8005555555999990)
3888,Roshchino International Airport,Tyumen,Russia,TJM,USTR,57.1896018982,65.3243026733,378,POINT (65.3243026732999965 57.1896018982000029)
3889,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.91609954833984,-81.44219970703125,1228,POINT (-81.4421997070312500 40.9160995483398366)
3890,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.637199401855,-86.775100708008,629,POINT (-86.7751007080079972 34.6371994018549998)
3891,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,KPKB,39.34510040283203,-81.43920135498047,858,POINT (-81.4392013549804688 39.3451004028320312)
3892,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,MGM,KMGM,32.30059814,-86.39399719,221,POINT (-86.3939971899999932 32.3005981399999982)
3893,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,TRI,KTRI,36.475201,-82.407401,1519,POINT (-82.4074009999999930 36.4752009999999984)
3894,Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,37.06079864501953,-88.7738037109375,410,POINT (-88.7738037109375000 37.0607986450195312)
3895,Djibouti-Ambouli Airport,Djibouti,Djibouti,JIB,HDAM,11.547300338745115,43.15950012207031,49,POINT (43.1595001220703125 11.5473003387451154)
3896,Haikou Meilan International Airport,Haikou,China,HAK,ZJHK,19.93490028381348,110.45899963378906,75,POINT (110.4589996337890625 19.9349002838134801)
3897,Mafia Island Airport,Mafia Island,Tanzania,MFA,HTMA,-7.917478,39.668502,60,POINT (39.6685019999999966 -7.9174780000000000)
3898,Page Municipal Airport,Page,United States,PGA,KPGA,36.92610168,-111.447998,4316,POINT (-111.4479979999999983 36.9261016800000021)
3899,Utila Airport,Utila,Honduras,UII,MHUT,16.1131,-86.880302,29,POINT (-86.8803020000000004 16.1130999999999993)
3900,Glacier Park International Airport,Kalispell,United States,FCA,KGPI,48.31050109863281,-114.25599670410156,2977,POINT (-114.2559967041015625 48.3105010986328125)
3901,MBS International Airport,Saginaw,United States,MBS,KMBS,43.532901763916016,-84.07959747314453,668,POINT (-84.0795974731445312 43.5329017639160156)
3902,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.20869827,-75.97979736,1636,POINT (-75.9797973600000063 42.2086982699999993)
3903,Baghdad International Airport,Baghdad,Iraq,BGW,ORBI,33.262500762900004,44.2346000671,114,POINT (44.2346000670999970 33.2625007629000038)
3904,Nan Airport,Nan,Thailand,NNT,VTCN,18.807899475097656,100.78299713134766,685,POINT (100.7829971313476562 18.8078994750976562)
3905,Roi Et Airport,Roi Et,Thailand,ROI,VTUV,16.11680030822754,103.77400207519533,451,POINT (103.7740020751953267 16.1168003082275391)
3906,Buri Ram Airport,Buri Ram,Thailand,BFV,VTUO,15.229499816894531,103.25299835205078,590,POINT (103.2529983520507812 15.2294998168945312)
3907,Trat Airport,Trat,Thailand,TDX,VTBO,12.274600029,102.319000244,105,POINT (102.3190002439999944 12.2746000290000001)
3908,Blythe Airport,Blythe,United States,BLH,KBLH,33.6192016602,-114.717002869,399,POINT (-114.7170028689999981 33.6192016601999981)
3909,Al Asad Air Base,Al Asad,Iraq,IQA,ORAA,33.7855987549,42.4412002563,618,POINT (42.4412002563000001 33.7855987549000005)
3910,Al Taqaddum Air Base,Al Taqaddum,Iraq,TQD,ORAT,33.33810043335,43.597099304199,275,POINT (43.5970993041989985 33.3381004333500002)
3911,Joint Base Balad,Al Bakr,Iraq,XQC,ORBD,33.940200805699995,44.361598968500005,161,POINT (44.3615989685000045 33.9402008056999946)
3912,Diosdado Macapagal International Airport,Angeles City,Philippines,CRK,RPLC,15.186,120.559998,484,POINT (120.5599979999999931 15.1859999999999999)
3913,Sandakan Airport,Sandakan,Malaysia,SDK,WBKS,5.900899887084961,118.05899810791016,46,POINT (118.0589981079101562 5.9008998870849609)
3914,Luang Namtha Airport,Luang Namtha,Laos,LXG,VLLN,20.966999,101.400002,1968,POINT (101.4000020000000006 20.9669990000000013)
3915,Oudomsay Airport,Muang Xay,Laos,ODY,VLOS,20.68269920349121,101.99400329589844,1804,POINT (101.9940032958984375 20.6826992034912109)
3916,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.63980102539063,123.48300170898438,198,POINT (123.4830017089843750 41.6398010253906321)
3917,Dongying Shengli Airport,Dongying,China,DOY,ZSDY,37.5085983276,118.788002014,15,POINT (118.7880020139999999 37.5085983275999979)
3918,John A. Osborne Airport,Geralds,Montserrat,MNI,TRPG,16.791400909423828,-62.19329833984375,550,POINT (-62.1932983398437500 16.7914009094238281)
3919,Petersburg James A Johnson Airport,Petersburg,United States,PSG,PAPG,56.80170059,-132.9450073,111,POINT (-132.9450072999999861 56.8017005900000029)
3920,Luoyang Airport,Luoyang,China,LYA,ZHLY,34.741100311299995,112.388000488,840,POINT (112.3880004880000030 34.7411003112999950)
3921,Xuzhou Guanyin Airport,Xuzhou,China,XUZ,ZSXZ,34.059056,117.555278,0,POINT (117.5552780000000013 34.0590559999999982)
3922,Magway Airport,Magwe,Burma,MWQ,VYMW,20.1656,94.941399,279,POINT (94.9413990000000041 20.1656000000000013)
3923,Kanti Airport,Khamti,Burma,KHM,VYKI,25.988300323486328,95.67440032958984,6000,POINT (95.6744003295898438 25.9883003234863281)
3924,Lien Khuong Airport,Dalat,Vietnam,DLI,VVDL,11.75,108.366997,3156,POINT (108.3669969999999978 11.7500000000000000)
3925,Dong Hoi Airport,Dong Hoi,Vietnam,VDH,VVDH,17.515,106.590556,59,POINT (106.5905560000000065 17.5150000000000006)
3926,Rach Gia Airport,Rach Gia,Vietnam,VKG,VVRG,9.95802997234,105.132379532,7,POINT (105.1323795320000016 9.9580299723400003)
3927,Cà Mau Airport,Ca Mau,Vietnam,CAH,VVCM,9.177667,105.177778,6,POINT (105.1777780000000035 9.1776669999999996)
3928,Chu Lai International Airport,Chu Lai,Vietnam,VCL,VVCA,15.4033002853,108.706001282,10,POINT (108.7060012820000026 15.4033002853000003)
3929,Dong Tac Airport,Tuy Hoa,Vietnam,TBB,VVTH,13.0495996475,109.333999634,20,POINT (109.3339996339999942 13.0495996474999991)
3930,Mae Hong Son Airport,Pai,Thailand,PYY,VTCI,19.3719997406,98.43699646,1271,POINT (98.4369964600000031 19.3719997405999997)
3931,Bol Airport,Brac,Croatia,BWK,LDSB,43.28570175170898,16.67970085144043,1776,POINT (16.6797008514404297 43.2857017517089773)
3932,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,NSI,FKYS,3.722559928894043,11.553299903869627,2278,POINT (11.5532999038696271 3.7225599288940430)
3933,Conakry International Airport,Conakry,Guinea,CKY,GUCY,9.57689,-13.612,72,POINT (-13.6120000000000001 9.5768900000000006)
3934,Aachen-Merzbrück Airport,Aachen,Germany,AAH,EDKA,50.823055267333984,6.186388969421387,623,POINT (6.1863889694213867 50.8230552673339844)
3935,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,48.7793998718,8.08049964905,408,POINT (8.0804996490499992 48.7793998718000026)
3936,Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,28.7775993347168,-81.23750305175781,55,POINT (-81.2375030517578125 28.7775993347168004)
3937,John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,KJST,40.31610107421875,-78.83390045166016,2284,POINT (-78.8339004516601562 40.3161010742187500)
3938,Lukla Airport,Lukla,Nepal,LUA,VNLK,27.686899185180664,86.72969818115234,9380,POINT (86.7296981811523438 27.6868991851806641)
3939,Bhojpur Airport,Bhojpur,Nepal,BHP,VNBJ,27.14739990234375,87.05079650878906,4000,POINT (87.0507965087890625 27.1473999023437500)
3940,Lamidanda Airport,Lamidanda,Nepal,LDN,VNLD,27.25309944152832,86.66999816894531,4100,POINT (86.6699981689453125 27.2530994415283203)
3941,Jomsom Airport,Jomsom,Nepal,JMO,VNJS,28.780426,83.723,8976,POINT (83.7229999999999990 28.7804259999999985)
3942,Manang Airport,Manang,Nepal,NGX,VNMA,28.641399,84.089203,11001,POINT (84.0892029999999977 28.6413989999999998)
3943,Phaplu Airport,Phaplu,Nepal,PPL,VNPL,27.517787,86.584454,7918,POINT (86.5844539999999938 27.5177869999999984)
3944,Rumjatar Airport,Rumjatar,Nepal,RUM,VNRT,27.30349922180176,86.55039978027344,4500,POINT (86.5503997802734375 27.3034992218017614)
3945,Tulsipur Airport,Dang,Nepal,DNP,VNDG,28.111099243164062,82.29419708251953,2100,POINT (82.2941970825195312 28.1110992431640625)
3946,Rukum Chaurjahari Airport,Rukumkot,Nepal,RUK,VNRK,28.627001,82.195,2500,POINT (82.1949999999999932 28.6270009999999999)
3947,Jumla Airport,Jumla,Nepal,JUM,VNJL,29.2742,82.193298,7700,POINT (82.1932979999999986 29.2742000000000004)
3948,Taplejung Airport,Taplejung,Nepal,TPJ,VNTJ,27.3509,87.69525,7990,POINT (87.6952500000000015 27.3508999999999993)
3949,Tumling Tar Airport,Tumling Tar,Nepal,TMI,VNTR,27.315001,87.193298,1700,POINT (87.1932979999999986 27.3150009999999988)
3950,Surkhet Airport,Surkhet,Nepal,SKH,VNSK,28.586,81.636002,2400,POINT (81.6360020000000048 28.5859999999999985)
3951,Simikot Airport,Simikot,Nepal,IMK,VNST,29.971099853515625,81.81890106201172,9246,POINT (81.8189010620117188 29.9710998535156250)
3952,Dolpa Airport,Dolpa,Nepal,DOP,VNDP,28.985700607299805,82.81909942626953,8200,POINT (82.8190994262695312 28.9857006072998047)
3953,Bajhang Airport,Bajhang,Nepal,BJH,VNBG,29.53899955749512,81.1854019165039,4100,POINT (81.1854019165039062 29.5389995574951207)
3954,Dhangarhi Airport,Dhangarhi,Nepal,DHI,VNDH,28.75329971313477,80.58190155029297,690,POINT (80.5819015502929688 28.7532997131347692)
3955,Muan International Airport,Muan,South Korea,MWX,RKJB,34.991406,126.382814,35,POINT (126.3828139999999962 34.9914059999999978)
3956,Astypalaia Airport,Astypalaia,Greece,JTY,LGPL,36.5798988342,26.3757991791,165,POINT (26.3757991790999995 36.5798988342000015)
3957,Ikaria Airport,Ikaria,Greece,JIK,LGIK,37.6827011108,26.3470993042,79,POINT (26.3470993042000003 37.6827011107999965)
3958,Kalymnos Airport,Kalymnos,Greece,JKL,LGKY,36.9632987976,26.9405994415,771,POINT (26.9405994415000016 36.9632987975999967)
3959,Milos Airport,Milos,Greece,MLO,LGML,36.696899,24.4769,10,POINT (24.4769000000000005 36.6968990000000019)
3960,Naxos Airport,Cyclades Islands,Greece,JNX,LGNX,37.0811004639,25.3680992126,10,POINT (25.3680992126000007 37.0811004639000004)
3961,Paros National Airport,Paros,Greece,PAS,LGPA,37.020495,25.113195,131,POINT (25.1131950000000010 37.0204949999999968)
3962,Kastelorizo Airport,Kastelorizo,Greece,KZS,LGKJ,36.1417007446,29.576400756799995,489,POINT (29.5764007567999947 36.1417007446000014)
3963,Marsa Alam International Airport,Marsa Alam,Egypt,RMF,HEMA,25.557100296,34.5836982727,251,POINT (34.5836982726999977 25.5571002960000015)
3964,Weeze Airport,Weeze,Germany,NRN,EDLV,51.6024017334,6.14216995239,106,POINT (6.1421699523899997 51.6024017334000007)
3965,Francisco B. Reyes Airport,Busuanga,Philippines,USU,RPVV,12.1215000153,120.099998474,148,POINT (120.0999984740000031 12.1215000153000005)
3966,Bancasi Airport,Butuan,Philippines,BXU,RPME,8.9515,125.4788,141,POINT (125.4788000000000068 8.9514999999999993)
3967,Dipolog Airport,Dipolog,Philippines,DPL,RPMG,8.60198349877,123.341875076,12,POINT (123.3418750759999938 8.6019834987700001)
3968,Laoag International Airport,Laoag,Philippines,LAO,RPLI,18.1781005859375,120.53199768066406,25,POINT (120.5319976806640625 18.1781005859375000)
