,name,city,country,IATA,ICAO,Latitude,Longtitude,Altitude,geometry
3969,Legazpi City International Airport,Legazpi,Philippines,LGP,RPLP,13.1575,123.735,66,POINT (123.7349999999999994 13.1575000000000006)
3970,Labo Airport,Ozamis,Philippines,OZC,RPMO,8.178509712219238,123.84200286865234,75,POINT (123.8420028686523438 8.1785097122192383)
3971,Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM,10.307499885559,123.97899627686,31,POINT (123.9789962768600020 10.3074998855590003)
3972,Norden-Norddeich Airport,Norden,Germany,NOD,EDWS,53.6330566406,7.19027805328,3,POINT (7.1902780532800001 53.6330566406000031)
3973,Juist Airport,Juist,Germany,JUI,EDWJ,53.68111038208008,7.055832862854004,7,POINT (7.0558328628540039 53.6811103820800781)
3974,Porto Seguro Airport,Porto Seguro,Brazil,BPS,SBPS,-16.438601,-39.080898,168,POINT (-39.0808979999999977 -16.4386009999999985)
3975,Iguatu Airport,Iguatu,Brazil,QIG,SNIG,-6.346640110015869,-39.29380035400391,699,POINT (-39.2938003540039134 -6.3466401100158691)
3976,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,SBPJ,-10.2915000916,-48.35699844359999,774,POINT (-48.3569984435999913 -10.2915000915999997)
3977,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV,SBCN,-17.725299835205,-48.607498168945,2247,POINT (-48.6074981689449999 -17.7252998352050000)
3978,Missoula International Airport,Missoula,United States,MSO,KMSO,46.91630173,-114.0910034,3206,POINT (-114.0910034000000053 46.9163017300000007)
3979,Blackall Airport,Blackall,Australia,BKQ,YBCK,-24.427799224900003,145.429000854,928,POINT (145.4290008540000088 -24.4277992249000029)
3980,Bundaberg Airport,Bundaberg,Australia,BDB,YBUD,-24.9039001465,152.319000244,107,POINT (152.3190002439999944 -24.9039001464999998)
3981,Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,35.95240020751953,-112.14700317382812,6609,POINT (-112.1470031738281250 35.9524002075195312)
3982,Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.622299194336,-95.65650177002,82,POINT (-95.6565017700200002 29.6222991943360014)
3984,Centennial Airport,Denver,United States,APA,KAPA,39.57009888,-104.848999,5885,POINT (-104.8489990000000063 39.5700988800000033)
3985,Clovis Municipal Airport,Clovis,United States,CVN,KCVN,34.4250984192,-103.07900238,4216,POINT (-103.0790023800000057 34.4250984191999976)
3986,Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,KFST,30.9157009125,-102.916000366,3011,POINT (-102.9160003660000058 30.9157009125000002)
3987,Las Vegas Municipal Airport,Las Vegas,United States,LVS,KLVS,35.6542015076,-105.141998291,6877,POINT (-105.1419982909999931 35.6542015075999998)
3988,West Houston Airport,Houston,United States,IWS,KIWS,29.8181991577,-95.6725997925,111,POINT (-95.6725997924999945 29.8181991577000005)
3990,Las Cruces International Airport,Las Cruces,United States,LRU,KLRU,32.289398193359375,-106.9219970703125,4456,POINT (-106.9219970703125000 32.2893981933593750)
3991,Stephens County Airport,Breckenridge,United States,BKD,KBKD,32.71900177,-98.8909988403,1284,POINT (-98.8909988403000000 32.7190017699999984)
3992,Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,KTPL,31.15250015258789,-97.40779876708984,682,POINT (-97.4077987670898438 31.1525001525878906)
3993,Ozona Municipal Airport,Ozona,United States,OZA,KOZA,30.735300064087,-101.20300292969,2381,POINT (-101.2030029296900011 30.7353000640869993)
3994,Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,KDM,VRMT,0.4881309866905212,72.99690246582031,2,POINT (72.9969024658203125 0.4881309866905212)
3995,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,LAK,CYKD,68.223297,-135.00599,23,POINT (-135.0059899999999971 68.2232970000000023)
3996,Déline Airport,Deline,Canada,YWJ,CYWJ,65.21109771728516,-123.43599700927734,703,POINT (-123.4359970092773438 65.2110977172851562)
3997,Tulita Airport,Tulita,Canada,ZFN,CZFN,64.909697,-125.572998,332,POINT (-125.5729979999999983 64.9096969999999942)
3998,Fort Good Hope Airport,Fort Good Hope,Canada,YGH,CYGH,66.24079895019531,-128.6510009765625,268,POINT (-128.6510009765625000 66.2407989501953125)
3999,Tanna Airport,Tanna,Vanuatu,TAH,NVVW,-19.45509910583496,169.2239990234375,19,POINT (169.2239990234375000 -19.4550991058349609)
4000,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,YPC,CYPC,69.3608381154,-124.075469971,15,POINT (-124.0754699710000040 69.3608381154000000)
4001,El Trompillo Airport,Santa Cruz,Bolivia,SRZ,SLET,-17.8115997314,-63.1715011597,1371,POINT (-63.1715011597000000 -17.8115997314000012)
4002,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB,TNCS,17.645000457763672,-63.220001220703125,60,POINT (-63.2200012207031250 17.6450004577636719)
4003,Eagle County Regional Airport,Vail,United States,EGE,KEGE,39.64260101,-106.9179993,6548,POINT (-106.9179993000000053 39.6426010099999999)
4004,Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,ENSK,68.578826904297,15.033416748047,11,POINT (15.0334167480469993 68.5788269042970029)
4005,Cuyahoga County Airport,Richmond Heights,United States,CGF,KCGF,41.5651016235,-81.4863967896,879,POINT (-81.4863967895999934 41.5651016234999986)
4006,Mansfield Lahm Regional Airport,Mansfield,United States,MFD,KMFD,40.82139968869999,-82.5166015625,1297,POINT (-82.5166015625000000 40.8213996886999908)
4007,Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,32.516300201416016,-84.93890380859375,397,POINT (-84.9389038085937500 32.5163002014160156)
4008,Lawton Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,34.5676994324,-98.4166030884,1110,POINT (-98.4166030883999952 34.5676994323999978)
4009,Northern Colorado Regional Airport,Fort Collins,United States,FNL,KFNL,40.451804,-105.011,5016,POINT (-105.0109999999999957 40.4518040000000028)
4010,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,KFLG,35.13850021,-111.6709976,7014,POINT (-111.6709976000000069 35.1385002099999966)
4011,Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.89390182495117,-119.99500274658205,6264,POINT (-119.9950027465820455 38.8939018249511719)
4012,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF,KTWF,42.4818,-114.487999,4154,POINT (-114.4879990000000021 42.4817999999999998)
4013,Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY,KMVY,41.3931007385,-70.6143035889,67,POINT (-70.6143035889000004 41.3931007385000029)
4014,Concord Municipal Airport,Concord NH,United States,CON,KCON,43.20270157,-71.50229645,342,POINT (-71.5022964500000029 43.2027015700000021)
4015,Groton New London Airport,Groton CT,United States,GON,KGON,41.3301010131836,-72.04509735107422,9,POINT (-72.0450973510742188 41.3301010131836009)
4016,St Cloud Regional Airport,Saint Cloud,United States,STC,KSTC,45.54660034179688,-94.05989837646484,1031,POINT (-94.0598983764648438 45.5466003417968821)
4017,Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE,ZBDH,39.666389,119.058889,46,POINT (119.0588889999999935 39.6663890000000023)
4018,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.450298309299995,-88.5914001465,264,POINT (-88.5914001465000069 33.4502983092999955)
4019,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,GOJ,UWGG,56.230098724365,43.784000396729,256,POINT (43.7840003967289988 56.2300987243649999)
4020,Bowerman Airport,Hoquiam,United States,HQM,KHQM,46.9711990356,-123.93699646,18,POINT (-123.9369964600000031 46.9711990356000015)
4021,Erie International Tom Ridge Field,Erie,United States,ERI,KERI,42.0831270134,-80.1738667488,732,POINT (-80.1738667487999948 42.0831270134000022)
4022,Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,KHYA,41.66930008,-70.28040314,54,POINT (-70.2804031400000042 41.6693000799999993)
4023,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.9139,-87.9711,4,POINT (-87.9711000000000070 17.9139000000000017)
4024,Sedona Airport,Sedona,United States,SDX,KSEZ,34.848598480225,-111.78800201416,4830,POINT (-111.7880020141599999 34.8485984802250002)
4025,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,KMGW,39.64289856,-79.91629791,1248,POINT (-79.9162979099999973 39.6428985599999990)
4026,Yeager Airport,Charleston,United States,CRW,KCRW,38.37310028076172,-81.59320068359375,981,POINT (-81.5932006835937500 38.3731002807617188)
4027,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,KAVP,41.3385009766,-75.72339630130001,962,POINT (-75.7233963013000135 41.3385009766000024)
4028,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.50939941,-94.93370056,1391,POINT (-94.9337005600000055 47.5093994100000003)
4029,Thangool Airport,Biloela,Australia,THG,YTNG,-24.493900299072266,150.5760040283203,644,POINT (150.5760040283203125 -24.4939002990722656)
4030,Fagali'i Airport,Apia,Samoa,FGI,NSFI,-13.8486995697,-171.740005493,131,POINT (-171.7400054930000124 -13.8486995697000008)
4031,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK,YBNA,-28.8339004517,153.56199646,7,POINT (153.5619964599999889 -28.8339004516999999)
4032,Hector International Airport,Fargo,United States,FAR,KFAR,46.92070007324219,-96.81580352783205,902,POINT (-96.8158035278320455 46.9207000732421875)
4033,Charles B. Wheeler Downtown Airport,Kansas City,United States,MKC,KMKC,39.12319946289063,-94.5927963256836,759,POINT (-94.5927963256835938 39.1231994628906321)
4034,Ratanakiri Airport,Ratanakiri,Cambodia,RBE,VDRK,13.729999542236328,106.98699951171876,0,POINT (106.9869995117187642 13.7299995422363281)
4035,Gillette Campbell County Airport,Gillette,United States,GCC,KGCC,44.3488998413,-105.539001465,4365,POINT (-105.5390014649999983 44.3488998413000033)
4036,Bogashevo Airport,Tomsk,Russia,TOF,UNTT,56.380298614502,85.208297729492,597,POINT (85.2082977294920028 56.3802986145020029)
4037,El Toro Marine Corps Air Station,Santa Ana,United States,NZJ,KNZJ,33.67610168457031,-117.7310028076172,383,POINT (-117.7310028076172017 33.6761016845703125)
4038,Phetchabun Airport,Phetchabun,Thailand,PHY,VTPB,16.6760005951,101.194999695,450,POINT (101.1949996950000070 16.6760005950999997)
4039,Chumphon Airport,Chumphon,Thailand,CJM,VTSE,10.711199760437012,99.36170196533205,18,POINT (99.3617019653320455 10.7111997604370117)
4040,Jiuzhai Huanglong Airport,Jiuzhaigou,China,JZH,ZUJZ,32.8533333333,103.682222222,11327,POINT (103.6822222219999929 32.8533333333000002)
4041,Jieyang Chaoshan International Airport,Shantou,China,SWA,ZGOW,23.552,116.5033,0,POINT (116.5032999999999959 23.5519999999999996)
4043,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,SYCJ,6.498549938201904,-58.25410079956055,95,POINT (-58.2541007995605469 6.4985499382019043)
4044,Guarani International Airport,Ciudad del Este,Paraguay,AGT,SGES,-25.454516,-54.842682,846,POINT (-54.8426820000000035 -25.4545160000000017)
4045,Eugene F. Correira International Airport,Georgetown,Guyana,OGL,SYGO,6.80628,-58.1059,10,POINT (-58.1058999999999983 6.8062800000000001)
4046,Kaieteur International Airport,Kaieteur,Guyana,KAI,PKSA,5.17275476456,-59.491481781,1520,POINT (-59.4914817809999974 5.1727547645599996)
4047,Dunhuang Airport,Dunhuang,China,DNH,ZLDH,40.16109848022461,94.80919647216795,0,POINT (94.8091964721679545 40.1610984802246094)
4048,Ancona Falconara Airport,Ancona,Italy,AOI,LIPY,43.616299,13.3623,49,POINT (13.3622999999999994 43.6162989999999979)
4050,Taba International Airport,Taba,Egypt,TCP,HETB,29.5877990723,34.7780990601,2415,POINT (34.7780990600999971 29.5877990723000011)
4051,Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB,MWCL,19.660161,-80.088826,3,POINT (-80.0888259999999974 19.6601609999999987)
4052,Milas Bodrum International Airport,Bodrum,Turkey,BJV,LTFE,37.25059890749999,27.6643009186,21,POINT (27.6643009185999986 37.2505989074999917)
4053,Tabarka 7 Novembre Airport,Tabarka,Tunisia,TBJ,DTKA,36.97999954223633,8.87693977355957,230,POINT (8.8769397735595703 36.9799995422363281)
4054,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.898601532,29.3092002869,312,POINT (29.3092002869000012 40.8986015320000007)
4055,University Park Airport,State College Pennsylvania,United States,SCE,KUNV,40.8493003845,-77.84870147710001,1239,POINT (-77.8487014771000077 40.8493003844999976)
4056,Broome International Airport,Broome,Australia,BME,YBRM,-17.944700241088867,122.23200225830078,56,POINT (122.2320022583007812 -17.9447002410888672)
4057,Newcastle Airport,Newcastle,Australia,NTL,YWLM,-32.79499816894531,151.83399963378906,31,POINT (151.8339996337890625 -32.7949981689453125)
4059,Klagenfurt Airport,Klagenfurt,Austria,KLU,LOWK,46.642502,14.3377,1472,POINT (14.3376999999999999 46.6425020000000004)
4060,Hammerfest Airport,Hammerfest,Norway,HFT,ENHF,70.679702758789,23.668600082397,266,POINT (23.6686000823969991 70.6797027587890057)
4061,Valan Airport,Honningsvag,Norway,HVG,ENHV,71.009696960449,25.983600616455,44,POINT (25.9836006164550000 71.0096969604490056)
4062,Mehamn Airport,Mehamn,Norway,MEH,ENMH,71.02970123291,27.826700210571,39,POINT (27.8267002105710013 71.0297012329099999)
4063,Vadsø Airport,Vadsø,Norway,VDS,ENVD,70.065299987793,29.844699859619,127,POINT (29.8446998596189985 70.0652999877929972)
4064,Imam Khomeini International Airport,Tehran,Iran,IKA,OIIE,35.416099548339844,51.15219879150391,3305,POINT (51.1521987915039134 35.4160995483398438)
4065,Mashhad International Airport,Mashhad,Iran,MHD,OIMM,36.235198974609375,59.64099884033203,3263,POINT (59.6409988403320312 36.2351989746093750)
4066,Ust-Ilimsk Airport,Ust Ilimsk,Russia,UIK,UIBS,58.13610076904297,102.56500244140624,1339,POINT (102.5650024414062358 58.1361007690429688)
4067,Key Field,Meridian,United States,MEI,KMEI,32.33259963989258,-88.75189971923828,297,POINT (-88.7518997192382812 32.3325996398925781)
4068,Abraham Lincoln Capital Airport,Springfield,United States,SPI,KSPI,39.84410095,-89.67790222,598,POINT (-89.6779022200000071 39.8441009499999979)
4069,Cortez Municipal Airport,Cortez,United States,CEZ,KCEZ,37.3030014038,-108.627998352,5918,POINT (-108.6279983520000059 37.3030014038000033)
4070,Yampa Valley Airport,Hayden,United States,HDN,KHDN,40.48120117,-107.2180023,6606,POINT (-107.2180022999999949 40.4812011699999985)
4071,Gallup Municipal Airport,Gallup,United States,GUP,KGUP,35.511100769,-108.789001465,6472,POINT (-108.7890014649999983 35.5111007690000022)
4072,Liberal Mid-America Regional Airport,Liberal,United States,LBL,KLBL,37.0442009,-100.9599991,2885,POINT (-100.9599991000000045 37.0442008999999999)
4073,Lamar Municipal Airport,Lamar,United States,LAA,KLAA,38.0696983337,-102.68800354,3706,POINT (-102.6880035399999969 38.0696983337000034)
4074,Renner Field-Goodland Municipal Airport,Goodland,United States,GLD,KGLD,39.37060165,-101.6989975,3656,POINT (-101.6989975000000044 39.3706016499999976)
4075,Yellowstone Regional Airport,Cody,United States,COD,KCOD,44.520198822,-109.024002075,5102,POINT (-109.0240020749999985 44.5201988219999976)
4076,"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,HOV,ENOV,62.180000305176,6.0741000175476,243,POINT (6.0741000175476003 62.1800003051760015)
4077,St. Mary's Airport,ST MARY\'S,United Kingdom,ISC,EGHE,49.91329956054688,-6.291669845581055,116,POINT (-6.2916698455810547 49.9132995605468821)
4078,Springfield Branson National Airport,Springfield,United States,SGF,KSGF,37.24570084,-93.38860321,1268,POINT (-93.3886032099999994 37.2457008399999978)
4079,Narvik Framnes Airport,Narvik,Norway,NVK,ENNK,68.436897277832,17.386699676514,95,POINT (17.3866996765139987 68.4368972778320028)
4080,Berlevåg Airport,Berlevag,Norway,BVG,ENBV,70.871399,29.034201,42,POINT (29.0342009999999995 70.8713989999999967)
4081,"Oslo, Fornebu Airport",Oslo,Norway,FBU,ENFB,59.89580154418945,10.617199897766112,0,POINT (10.6171998977661115 59.8958015441894531)
4082,Norilsk-Alykel Airport,Norilsk,Russia,NSK,UOOO,69.31109619140625,87.33219909667969,574,POINT (87.3321990966796875 69.3110961914062500)
4083,Anapa Vityazevo Airport,Anapa,Russia,AAQ,URKA,45.002101898193,37.347301483154,174,POINT (37.3473014831539984 45.0021018981929970)
4084,Joplin Regional Airport,Joplin,United States,JLN,KJLN,37.151798248291016,-94.49829864501952,981,POINT (-94.4982986450195170 37.1517982482910156)
4085,Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.652099609375,-75.44080352783203,393,POINT (-75.4408035278320312 40.6520996093750000)
4086,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,KXNA,36.281898,-94.306801,1287,POINT (-94.3068009999999930 36.2818979999999982)
4087,Atyrau Airport,Atyrau,Kazakhstan,GUW,UATG,47.12189865112305,51.8213996887207,-72,POINT (51.8213996887207031 47.1218986511230469)
4088,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.706902,65.592499,433,POINT (65.5924990000000037 44.7069019999999995)
4089,South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.70869827270508,-86.31729888916016,799,POINT (-86.3172988891601562 41.7086982727050781)
4090,Bykovo Airport,Moscow,Russia,BKA,UUBB,55.6171989441,38.0600013733,427,POINT (38.0600013732999969 55.6171989440999965)
4091,Talagi Airport,Arkhangelsk,Russia,ARH,ULAA,64.60030364990234,40.71670150756836,62,POINT (40.7167015075683594 64.6003036499023438)
4092,Saratov Central Airport,Saratov,Russia,RTW,UWSS,51.56499862670898,46.04669952392578,499,POINT (46.0466995239257812 51.5649986267089773)
4093,Novy Urengoy Airport,Novy Urengoy,Russia,NUX,USMU,66.06939697265625,76.52030181884766,210,POINT (76.5203018188476562 66.0693969726562500)
4094,Noyabrsk Airport,Noyabrsk,Russia,NOJ,USRO,63.18330001831055,75.2699966430664,446,POINT (75.2699966430664062 63.1833000183105469)
4095,Aktau Airport,Aktau,Kazakhstan,SCO,UATE,43.8601,51.091999,73,POINT (51.0919990000000013 43.8601000000000028)
4096,Ukhta Airport,Ukhta,Russia,UCT,UUYH,63.56689834594727,53.8046989440918,482,POINT (53.8046989440917969 63.5668983459472727)
4097,Usinsk Airport,Usinsk,Russia,USK,UUYS,66.00469970703125,57.3671989440918,262,POINT (57.3671989440917969 66.0046997070312500)
4098,Pechora Airport,Pechora,Russia,PEX,UUYP,65.12110137939453,57.13079833984375,98,POINT (57.1307983398437500 65.1211013793945312)
4099,Naryan Mar Airport,Naryan-Mar,Russia,NNM,ULAM,67.63999938964844,53.12189865112305,36,POINT (53.1218986511230469 67.6399993896484375)
4100,Pskov Airport,Pskov,Russia,PKV,ULOO,57.78390121459961,28.39559936523437,154,POINT (28.3955993652343714 57.7839012145996094)
4101,Kogalym International Airport,Kogalym,Russia,KGP,USRK,62.19039916992188,74.53379821777344,220,POINT (74.5337982177734375 62.1903991699218821)
